snapshot_path	current_comparison	reconciliation	current_owner	partial_delivery_prs	snapshot_sha256	current_sha256	owner_sha256	recorded_disposition
apps/decodex-gpui/src/chief_permissions.rs	different	review-required	apps/decodex-gpui/src/chief_permissions.rs		bc876a10fe49072a729fbc410abde4229cde22fafd7b6bdc48b064b487ccc820	ed4efc560c3c1e0e68a9b121807e56399c3e926b132e6e17746882970bb812aa	ed4efc560c3c1e0e68a9b121807e56399c3e926b132e6e17746882970bb812aa	requires-content-review
apps/decodex-gpui/src/chief_permissions_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_permissions_wire_tests.rs		dc25e17c6e56570f09c3763da81de9279aab1f309793e33832d24dbe617f5802	be354fa6ef7f908241ebb80ee383187e51e97614771c32d40da4545a52bb34b8	be354fa6ef7f908241ebb80ee383187e51e97614771c32d40da4545a52bb34b8	requires-content-review
apps/decodex-gpui/src/chief_plugins.rs	different	review-required	apps/decodex-gpui/src/chief_plugins.rs		ea32cfbdc4048816af9d170066286c86bfc9ad68b58e85f789b9ac92be131848	ee90affea787e75e71397af28b64973b04ff434e9581a8637af10a4fe72098d8	ee90affea787e75e71397af28b64973b04ff434e9581a8637af10a4fe72098d8	requires-content-review
apps/decodex-gpui/src/chief_plugins_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_plugins_wire_tests.rs		20d1ff61f592f82c029cb10d307aaeae7c2a70b308638603fdf62a6e8f77fe7c	3f16a2c86528ce521f62d72c6bd449ee5f3b0c66fb74934bc1844dbf42a23675	3f16a2c86528ce521f62d72c6bd449ee5f3b0c66fb74934bc1844dbf42a23675	requires-content-review
apps/decodex-gpui/src/chief_requests.rs	different	review-required	apps/decodex-gpui/src/chief_requests.rs	1492	745025b7ee9dc63b539f62f6e1b29fed0d1f7929ce53456cf5b81c8b5cece00b	db60df2be0e311c39f09a6fed8f899188930dfc51131ff77f287dbd7a28c3c2f	db60df2be0e311c39f09a6fed8f899188930dfc51131ff77f287dbd7a28c3c2f	requires-content-review
apps/decodex-gpui/src/chief_steer_receipts.rs	different	review-required	apps/decodex-gpui/src/chief_steer_receipts.rs		96f78ee426bbbc3e4dda7908cb264777189ce6a44d5e745c69824299e9138559	f29ceb458cfea2e20b4833587164b32ca40968ff751101821b4c23e64a844462	f29ceb458cfea2e20b4833587164b32ca40968ff751101821b4c23e64a844462	requires-content-review
apps/decodex-gpui/src/chief_surface.rs	different	review-required	apps/decodex-gpui/src/chief_surface.rs	1486,1492,1496,1497	de7332b1b36b2758796e6357132c459c7e3552637b5bc2f41aacd951d4482888	33fc3cac0c04aa3b6b0acba7dba248db63f4f2649823a00bf46f194c16d54c3b	33fc3cac0c04aa3b6b0acba7dba248db63f4f2649823a00bf46f194c16d54c3b	requires-content-review
apps/decodex-gpui/src/chief_task_model_selection.rs	absent	review-required			b34f1a4c5d7daa1c9215c6c8aee30b69f4dcc69669922b714cc3aacdce6fd81f			requires-content-review
apps/decodex-gpui/src/chief_task_model_selection_wire_tests.rs	absent	review-required			a621f36ed3973d5531cb9ab4d8c37efc35f4ca56af69d3475a1873be7c23b1d1			requires-content-review
apps/decodex-gpui/src/chief_task_references.rs	different	review-required	apps/decodex-gpui/src/chief_task_references.rs		f346700da6debe0ddcab9a9324281f5ae90990986a9d32f208682e1776905a97	cdc306be4c154c0bdcca62fa4cd6ed004240a589e574a38b0bfafeafde188aae	cdc306be4c154c0bdcca62fa4cd6ed004240a589e574a38b0bfafeafde188aae	requires-content-review
apps/decodex-gpui/src/chief_timeline.rs	different	review-required	apps/decodex-gpui/src/chief_timeline.rs		00b58b19aa5f0c6ee2d2d31ee631ebc3eccf254cc512553224f2523435355a67	89426d554fa157665c2229b0aaa886adf05f1a9a2c86529d9375b50799931f26	89426d554fa157665c2229b0aaa886adf05f1a9a2c86529d9375b50799931f26	requires-content-review
apps/decodex-gpui/src/chief_timeline_inputs.rs	different	review-required	apps/decodex-gpui/src/chief_timeline_inputs.rs		87bd722b80199a45017d85b299115f8e868701ec16d8e5f79ec1341b9cd95336	fd33912987e92406adde160282ba246a7c1a0f90469de1008fd09a0db21f873a	fd33912987e92406adde160282ba246a7c1a0f90469de1008fd09a0db21f873a	requires-content-review
apps/decodex-gpui/src/chief_timeline_receipts.rs	different	review-required	apps/decodex-gpui/src/chief_timeline_receipts.rs	1486,1497	f77d7dc1830892b71159f3a739c86d34d2a80e32578e457d985d350f108c810d	3857c317a92684dc56b19c9733fbe99742f1a087e2c6983e1da4087966250983	3857c317a92684dc56b19c9733fbe99742f1a087e2c6983e1da4087966250983	requires-content-review
apps/decodex-gpui/src/chief_timeline_render.rs	different	review-required	apps/decodex-gpui/src/chief_timeline_render.rs	1486,1497	170e908bcad17bbbdc3012130b3da4ab254e4641c7a2920ceabf862f6f0a5bf0	8a3398953c5fe713239756da2e42a6e32b1c4a7401b4927966a1fe66cec588ef	8a3398953c5fe713239756da2e42a6e32b1c4a7401b4927966a1fe66cec588ef	requires-content-review
apps/decodex-gpui/src/chief_usage_estimates.rs	different	review-required	apps/decodex-gpui/src/chief_usage_estimates.rs	1477	9771a5743a135c2f65a5567981430c27561dc48e748419cfe5f8025ffc283888	ef2905428158d780c318496451f9fa0df7047d2089b4a1dd2fc0e9a029e9112b	ef2905428158d780c318496451f9fa0df7047d2089b4a1dd2fc0e9a029e9112b	requires-content-review
apps/decodex-gpui/src/chief_voice.rs	different	review-required	apps/decodex-gpui/src/chief_voice.rs		43330bea1a9f632d40b7981ef3af68f3c805b1f53aaf57130ebd10bdeab2ce78	d0d285ec0a0f410f41df2219520751fe133767440a6368a1ea617a6ad0cafd72	d0d285ec0a0f410f41df2219520751fe133767440a6368a1ea617a6ad0cafd72	requires-content-review
apps/decodex-gpui/src/chief_voice_settings.rs	different	review-required	apps/decodex-gpui/src/chief_voice_settings.rs	1496	20812067057b05958503f923056adfdb7110a8226be0a4a96b675719babc8d96	eedb1003fd0f60e8a9343595a135011b2bb6c9f898ca7c7f312ce5a13a4646a7	eedb1003fd0f60e8a9343595a135011b2bb6c9f898ca7c7f312ce5a13a4646a7	adapted-delivered
apps/decodex-gpui/src/chief_voice_settings_wire_tests.rs	different	review-required	apps/decodex-gpui/src/chief_voice_settings_wire_tests.rs	1496	5ae63ebafb30173e38eb5512b9713ccdadc1b8aa4eff8c803c2a3d62b24a3d30	def2a5793d00fb5b076d5ae8ce0d23cbbad5b7fee3808886710331951e298146	def2a5793d00fb5b076d5ae8ce0d23cbbad5b7fee3808886710331951e298146	adapted-delivered
apps/decodex-gpui/src/chief_workspace.rs	different	review-required	apps/decodex-gpui/src/chief_workspace.rs	1494	42b3394936a38fb75f6b55c7d6057df7123f943911df357cb5fc4b9b62d78115	5e02a51dff903d4364011b2836c4ca836bc79ff300d73e0af219acbf60db47e0	5e02a51dff903d4364011b2836c4ca836bc79ff300d73e0af219acbf60db47e0	requires-content-review
apps/decodex-gpui/src/client_lifecycle.rs	different	review-required	apps/decodex-gpui/src/client_lifecycle.rs	1479,1485	de49e6d9e3375d01ef2b3f74bf83c28427b2490a0c79571826ae3a9fdaf64dbf	45aa163997da66db351894f2a7a69efe0fb025dfe38b93213f4cf95470e2a471	45aa163997da66db351894f2a7a69efe0fb025dfe38b93213f4cf95470e2a471	requires-content-review
apps/decodex-gpui/src/composer_input.rs	different	review-required	apps/decodex-gpui/src/composer_input.rs		6b3e2565da1cd301a164dcc39eaffd66994e0019f850173679ba6d754e1b199e	1fa776038fd3e6122c60560e7eeca11ed6e2438c8c50ca551a0ee2c22732de30	1fa776038fd3e6122c60560e7eeca11ed6e2438c8c50ca551a0ee2c22732de30	requires-content-review
apps/decodex-gpui/src/conversations.rs	different	review-required	apps/decodex-gpui/src/conversations.rs	1494	f0b568e3013206b2e1f7ffbffe1d615952377ccb4ca9c381d6cdaf4f311ea5e6	fca506c3c18cd24c2589b7333642aa1c9eda772d6d73c9dc4a82c331abd9afb0	fca506c3c18cd24c2589b7333642aa1c9eda772d6d73c9dc4a82c331abd9afb0	requires-content-review
apps/decodex-gpui/src/main.rs	different	review-required	apps/decodex-gpui/src/main.rs		e76efd6d3a2c06c8da40f586feaa71a73041a504176f62742319e58e45962679	ce7e80ad377afa86fb5284a01fbfca0d47f0a6d82817d8082f6678982b8d8c18	ce7e80ad377afa86fb5284a01fbfca0d47f0a6d82817d8082f6678982b8d8c18	present-in-main-history-review-successor
apps/decodex-gpui/src/native_quit.rs	exact	exact-content	apps/decodex-gpui/src/native_quit.rs		378f9512dce614c7772a185ca9bede32fe73158d7f682a1f0e13e22b897f9cab	378f9512dce614c7772a185ca9bede32fe73158d7f682a1f0e13e22b897f9cab	378f9512dce614c7772a185ca9bede32fe73158d7f682a1f0e13e22b897f9cab	exactly-in-main
apps/decodex-gpui/src/quota_meter.rs	different	review-required	apps/decodex-gpui/src/quota_meter.rs		ec46f031228db3a52df91d4c554e68ceccc1c0d70b90b110cb93fdc07d5c6a06	65f592971705a1794adabca1563d1e963001ee88a93ac221c269efc2e6cbc818	65f592971705a1794adabca1563d1e963001ee88a93ac221c269efc2e6cbc818	requires-content-review
apps/decodex-gpui/src/recovery_nudge_policy.rs	exact	exact-content	apps/decodex-gpui/src/recovery_nudge_policy.rs	1479	b36b11e81fab0b23596ffd15ebd9fab71660c4f51a771817555864250ca9be61	b36b11e81fab0b23596ffd15ebd9fab71660c4f51a771817555864250ca9be61	b36b11e81fab0b23596ffd15ebd9fab71660c4f51a771817555864250ca9be61	exactly-in-main
apps/decodex-gpui/src/shell.rs	different	review-required	apps/decodex-gpui/src/shell.rs	1479	a06913ecb696386782b2f097a90df13538e365636fabc6fff36f856bb4298bcf	bb66f62abe65394303f9d21bcfe3a229990f705d10e07a8d4986337fdb70a163	bb66f62abe65394303f9d21bcfe3a229990f705d10e07a8d4986337fdb70a163	requires-content-review
apps/decodex-gpui/src/shell_recovery_actions.rs	different	review-required	apps/decodex-gpui/src/shell_recovery_actions.rs	1479	e05fb299be22983fe2452d9c7b5c1f6e1e42fd52fa19c77666a0065365b3fc7b	7c1abfc50d21565a69c8f473303b5079888cf70c7842b3c8e4749c35da943c86	7c1abfc50d21565a69c8f473303b5079888cf70c7842b3c8e4749c35da943c86	requires-content-review
apps/decodex-gpui/src/ui_motion.rs	exact	exact-content	apps/decodex-gpui/src/ui_motion.rs	1478	a2b06f6fcc14830441ba5054f1c64f56fcec7f4c7cd70d672fecd25f99c89545	a2b06f6fcc14830441ba5054f1c64f56fcec7f4c7cd70d672fecd25f99c89545	a2b06f6fcc14830441ba5054f1c64f56fcec7f4c7cd70d672fecd25f99c89545	exactly-in-main
automations/decodex/README.md	exact	exact-content	automations/decodex/README.md		3ed7e3785e3ee763aed9038564258e8858de77d26150cce95a9c3db034383a70	3ed7e3785e3ee763aed9038564258e8858de77d26150cce95a9c3db034383a70	3ed7e3785e3ee763aed9038564258e8858de77d26150cce95a9c3db034383a70	exactly-in-main
automations/decodex/scripts/config/automation_model_policy.py	matching-deletion	matching-deletion						exactly-in-main
automations/decodex/scripts/config/evaluate_automations.py	exact	exact-content	automations/decodex/scripts/config/evaluate_automations.py		1abc0350d42241367a7f30e4fdd44f2369b55c9b692ebfda33da1c2c12790e3f	1abc0350d42241367a7f30e4fdd44f2369b55c9b692ebfda33da1c2c12790e3f	1abc0350d42241367a7f30e4fdd44f2369b55c9b692ebfda33da1c2c12790e3f	exactly-in-main
automations/decodex/scripts/config/portfolio.py	exact	exact-content	automations/decodex/scripts/config/portfolio.py		6ea700030f19ee35aeaa0384d732366b1b674041cc55ac07896d3de2a9506fe4	6ea700030f19ee35aeaa0384d732366b1b674041cc55ac07896d3de2a9506fe4	6ea700030f19ee35aeaa0384d732366b1b674041cc55ac07896d3de2a9506fe4	exactly-in-main
automations/decodex/scripts/config/render_automation_plan.py	exact	exact-content	automations/decodex/scripts/config/render_automation_plan.py		c0340746d9ab20d6e6096cc8017e2dbb99b6cbffcbdbbb168d290cc762dfe492	c0340746d9ab20d6e6096cc8017e2dbb99b6cbffcbdbbb168d290cc762dfe492	c0340746d9ab20d6e6096cc8017e2dbb99b6cbffcbdbbb168d290cc762dfe492	exactly-in-main
automations/decodex/scripts/config/tests/test_portfolio.py	exact	exact-content	automations/decodex/scripts/config/tests/test_portfolio.py		0f09c4b2d0f04ec71ac45ec8dbbf00cc59d1e763b3a918e29383c82d68948ec9	0f09c4b2d0f04ec71ac45ec8dbbf00cc59d1e763b3a918e29383c82d68948ec9	0f09c4b2d0f04ec71ac45ec8dbbf00cc59d1e763b3a918e29383c82d68948ec9	exactly-in-main
automations/portfolio.toml	exact	exact-content	automations/portfolio.toml		b7852f69f78beca97b4451e47ef6e8a9145fd60d477b0fd5ea2d905f5400bb5c	b7852f69f78beca97b4451e47ef6e8a9145fd60d477b0fd5ea2d905f5400bb5c	b7852f69f78beca97b4451e47ef6e8a9145fd60d477b0fd5ea2d905f5400bb5c	exactly-in-main
automations/radar/README.md	exact	exact-content	automations/radar/README.md		25519b3bee166c095ccc3aab6562ca4eddc2f32f7690d09668f5ab1807a01764	25519b3bee166c095ccc3aab6562ca4eddc2f32f7690d09668f5ab1807a01764	25519b3bee166c095ccc3aab6562ca4eddc2f32f7690d09668f5ab1807a01764	exactly-in-main
automations/radar/scripts/github/README.md	exact	exact-content	automations/radar/scripts/github/README.md		4e0d3941953752954f4b74ae94afdb3eb0d7c082f02ef4d7b13b43ca09cd9d31	4e0d3941953752954f4b74ae94afdb3eb0d7c082f02ef4d7b13b43ca09cd9d31	4e0d3941953752954f4b74ae94afdb3eb0d7c082f02ef4d7b13b43ca09cd9d31	exactly-in-main
automations/upstream/README.md	exact	exact-content	automations/upstream/README.md		e81ba64b13456a8b9f8460aee17ba849c9fc1901b3290e9e36e508826f6c127f	e81ba64b13456a8b9f8460aee17ba849c9fc1901b3290e9e36e508826f6c127f	e81ba64b13456a8b9f8460aee17ba849c9fc1901b3290e9e36e508826f6c127f	exactly-in-main
automations/upstream/prompts/health.md	matching-deletion	matching-deletion						exactly-in-main
automations/upstream/prompts/maintainer.md	exact	exact-content	automations/upstream/prompts/maintainer.md		2132ca50c9c4a153056e5d2c9cc7e7cafc5e13557f82c78ad2152470e332f657	2132ca50c9c4a153056e5d2c9cc7e7cafc5e13557f82c78ad2152470e332f657	2132ca50c9c4a153056e5d2c9cc7e7cafc5e13557f82c78ad2152470e332f657	exactly-in-main
automations/upstream/prompts/reviewer.md	matching-deletion	matching-deletion						exactly-in-main
crates/decodex-codex/src/account_api.rs	exact	exact-content	crates/decodex-codex/src/account_api.rs	1479,1498	6686a5f52789eec656222c556c702968422543d6d44d87da1181decd1f6fc4d7	6686a5f52789eec656222c556c702968422543d6d44d87da1181decd1f6fc4d7	6686a5f52789eec656222c556c702968422543d6d44d87da1181decd1f6fc4d7	exact-content
crates/decodex-codex/src/account_api_banner.rs	exact	exact-content	crates/decodex-codex/src/account_api_banner.rs	1479	4b315a45269240e7dd45e6f82cb50556639ee62afaf2dc2f14f19bc4353656e1	4b315a45269240e7dd45e6f82cb50556639ee62afaf2dc2f14f19bc4353656e1	4b315a45269240e7dd45e6f82cb50556639ee62afaf2dc2f14f19bc4353656e1	exactly-in-main
crates/decodex-codex/src/app_server_client.rs	different	review-required	crates/decodex-codex/src/app_server_client.rs	1479,1490,1491,1495,1496	6f73cac473c7499b3dcdbf67a58694b9534490dc7beab62d965d2bd81b6bed27	101a31dceb0dd1fa4f2eee6aad652977a05f4085fda84f327ae596872f920e6d	101a31dceb0dd1fa4f2eee6aad652977a05f4085fda84f327ae596872f920e6d	requires-content-review
crates/decodex-codex/src/app_server_client/account_nudge.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/account_nudge.rs	1479	529385874ce2975650c4f3880f64b7218edd74fc5c5c5d90d5a97624db0b52a2	529385874ce2975650c4f3880f64b7218edd74fc5c5c5d90d5a97624db0b52a2	529385874ce2975650c4f3880f64b7218edd74fc5c5c5d90d5a97624db0b52a2	exactly-in-main
crates/decodex-codex/src/app_server_client/app_link_settings.rs	different	review-required	crates/decodex-codex/src/app_server_client/app_link_settings.rs		406185f8e152f5adf43eee4eaa4e2baa19b59d3cbafc17bd3cbec5fb9a455487	a86f5506963a4a5ea13d7f4a91b13b67e5ff428dd6aa2f2d867a9da55660042b	a86f5506963a4a5ea13d7f4a91b13b67e5ff428dd6aa2f2d867a9da55660042b	requires-content-review
crates/decodex-codex/src/app_server_client/app_tool_exposure.rs	different	review-required	crates/decodex-codex/src/app_server_client/app_tool_exposure.rs	1480	bf0d0b0656f5343240008260a21eecd3bfa09796ee9cc4257be121c66f0f096f	c96378e587116af4a603c416ce0b888360ca6499aa6b4e476b3f3e46b84424d3	c96378e587116af4a603c416ce0b888360ca6499aa6b4e476b3f3e46b84424d3	requires-content-review
crates/decodex-codex/src/app_server_client/app_tool_exposure_tests.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/app_tool_exposure_tests.rs	1480	8963e4b8073799e4d3e6646ce7a301399f2cbc517e5ca024e6dfdb327be959f5	8963e4b8073799e4d3e6646ce7a301399f2cbc517e5ca024e6dfdb327be959f5	8963e4b8073799e4d3e6646ce7a301399f2cbc517e5ca024e6dfdb327be959f5	exactly-in-main
crates/decodex-codex/src/app_server_client/history.rs	different	review-required	crates/decodex-codex/src/app_server_client/history.rs	1497	5c4d4c24e37f4051ac5a5902facd98de7165ab959cb81b44d48355f692cb7b09	ce0736f628c35b73d676233b09d795bca11a15e7d2263979f3bbe110a14fa2fb	ce0736f628c35b73d676233b09d795bca11a15e7d2263979f3bbe110a14fa2fb	requires-content-review
crates/decodex-codex/src/app_server_client/history_summary.rs	absent	review-required			e57d8db2a0d2d5431f6a715a6a50e3769d4671ea2d84bda973bb7b01ad537641			requires-content-review
crates/decodex-codex/src/app_server_client/installed_apps_tests.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/installed_apps_tests.rs	1481,1482	cb890ae5d315ff9171cb6ea3d970396621747302ba93e9f97d2c6f6516138038	cb890ae5d315ff9171cb6ea3d970396621747302ba93e9f97d2c6f6516138038	cb890ae5d315ff9171cb6ea3d970396621747302ba93e9f97d2c6f6516138038	exactly-in-main
crates/decodex-codex/src/app_server_client/integrations.rs	different	review-required	crates/decodex-codex/src/app_server_client/integrations.rs		e9ba54727338985242c43fef3964d1bfb10a2064cc5f31b044e39e63ddef7fb2	982bbc572350c5943fde13537c487b9c455a9309179c09cc94c076a882f42ae0	982bbc572350c5943fde13537c487b9c455a9309179c09cc94c076a882f42ae0	requires-content-review
crates/decodex-codex/src/app_server_client/live_reviews.rs	absent	review-required			f072bf2a28dc0e383ef79da9bf748d248f02aff26207c5b6c6dad90aa7914922			requires-content-review
crates/decodex-codex/src/app_server_client/live_settings.rs	different	review-required	crates/decodex-codex/src/app_server_client/live_settings.rs		de52ba96a4944a2977d77564fad7b70e8090d257bd09582a8e659cd7c48289fa	7571fc3865a4d14f4025d6a8f3817becedce21a4c9bfbf60553c23478a54eb6e	7571fc3865a4d14f4025d6a8f3817becedce21a4c9bfbf60553c23478a54eb6e	requires-content-review
crates/decodex-codex/src/app_server_client/model_recovery.rs	absent	review-required			c058f7ab8fbd92ee5ca888e6a0cbc7f0371ab8719af48a2d7501f2564c51b357			requires-content-review
crates/decodex-codex/src/app_server_client/permission_observations.rs	different	review-required	crates/decodex-codex/src/app_server_client/permission_observations.rs		d92d36a5c520e3cd10cfe7496b1a477ce00bc72efd169f1a19ceec15296e42f3	faff14c0c6a193e980ba471b0bf66eb3d6fca12187f59fd7bb194f327abe9371	faff14c0c6a193e980ba471b0bf66eb3d6fca12187f59fd7bb194f327abe9371	present-in-main-history-review-successor
crates/decodex-codex/src/app_server_client/permissions.rs	different	review-required	crates/decodex-codex/src/app_server_client/permissions.rs		7c3b0b7d443b812df380b89ce4803b9c9fcb2fcf62d012d7633e5a09e4f84c64	afa1cbf7a847388383297114ffd8872c823e3d3563e54485ebb25ed47d8a55df	afa1cbf7a847388383297114ffd8872c823e3d3563e54485ebb25ed47d8a55df	requires-content-review
crates/decodex-codex/src/app_server_client/permissions_tests.rs	different	review-required	crates/decodex-codex/src/app_server_client/permissions_tests.rs		61be342f2fc57c569f6ce218c24b4436906bc5d9363ce95e3dc688652d8fde8f	a28d5256853cf5985ebb158eb6bed95144c312671af6dcd3a2bbfffd972669cb	a28d5256853cf5985ebb158eb6bed95144c312671af6dcd3a2bbfffd972669cb	requires-content-review
crates/decodex-codex/src/app_server_client/realtime_preferences.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/realtime_preferences.rs	1496	47814de6848c63b0e3b3b22cc0d6f722cdddee9e6f3bb3aa731c822caccafb63	47814de6848c63b0e3b3b22cc0d6f722cdddee9e6f3bb3aa731c822caccafb63	47814de6848c63b0e3b3b22cc0d6f722cdddee9e6f3bb3aa731c822caccafb63	exact-content
crates/decodex-codex/src/app_server_client/realtime_preferences_tests.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/realtime_preferences_tests.rs	1496	b7285a11d552afd103a922cac98be3ffb149b430deae9990610b5a2b39f3c175	b7285a11d552afd103a922cac98be3ffb149b430deae9990610b5a2b39f3c175	b7285a11d552afd103a922cac98be3ffb149b430deae9990610b5a2b39f3c175	exact-content
crates/decodex-codex/src/app_server_client/realtime_settings.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/realtime_settings.rs	1495	a0b495e781a15d9df00824324cbddf212a39fe2226384286ddb17eacedc6d94f	a0b495e781a15d9df00824324cbddf212a39fe2226384286ddb17eacedc6d94f	a0b495e781a15d9df00824324cbddf212a39fe2226384286ddb17eacedc6d94f	exact-content
crates/decodex-codex/src/app_server_client/recovery_auth.rs	absent	review-required			dc01a98aa4e82a3e701d5a7da71f854d637f26b0ef8c39a5a1bd72e00155879b			requires-content-review
crates/decodex-codex/src/app_server_client/resume.rs	absent	review-required			337694e359571d801c3ab75018722d5d2245693f45d1d673322540cadfec51d9			requires-content-review
crates/decodex-codex/src/app_server_client/server_requests.rs	different	review-required	crates/decodex-codex/src/app_server_client/server_requests.rs		98f1a213dd6a4dbc912c900c0979a706e8eb00699b8583a3040d9c30e0289419	536bfbfafdf3be6fc23d274a6eabde2ea3c7dae61a11e4aba6d87826d3b58215	536bfbfafdf3be6fc23d274a6eabde2ea3c7dae61a11e4aba6d87826d3b58215	requires-content-review
crates/decodex-codex/src/app_server_client/settings_guard.rs	different	review-required	crates/decodex-codex/src/app_server_client/settings_guard.rs		1947fcc53c07bc9badfb443eec9aee2e572ba64b6a7d72f1a78ccb98ba44f324	c396e601ab7cffa1abc1add25414a41c6e8a2eb14d5279e649dc3cd856e41d42	c396e601ab7cffa1abc1add25414a41c6e8a2eb14d5279e649dc3cd856e41d42	present-in-main-history-review-successor
crates/decodex-codex/src/app_server_client/task_settings.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/task_settings.rs		6ca3fe0b234e831578ee23fb4f51d2ddf03e4ccaf3171b3adb23484acbcb8eb0	6ca3fe0b234e831578ee23fb4f51d2ddf03e4ccaf3171b3adb23484acbcb8eb0	6ca3fe0b234e831578ee23fb4f51d2ddf03e4ccaf3171b3adb23484acbcb8eb0	exactly-in-main
crates/decodex-codex/src/app_server_client/thread_model_settings.rs	different	review-required	crates/decodex-codex/src/app_server_client/thread_model_settings.rs		583fab89ad93163ee5c741bd96e1b518859b64963fce1bc2be69a9bee3fe8069	f14e01d96a417d71a18dbb24f0a9b340ee6003baf16293a7178cf6f4da34a76b	f14e01d96a417d71a18dbb24f0a9b340ee6003baf16293a7178cf6f4da34a76b	present-in-main-history-review-successor
crates/decodex-codex/src/app_server_client/thread_plugins.rs	exact	exact-content	crates/decodex-codex/src/app_server_client/thread_plugins.rs		ba572cb7b5d46a4f1f3a99a30a6b2fa86fa2b11ceb0ce5f675397e6023e12705	ba572cb7b5d46a4f1f3a99a30a6b2fa86fa2b11ceb0ce5f675397e6023e12705	ba572cb7b5d46a4f1f3a99a30a6b2fa86fa2b11ceb0ce5f675397e6023e12705	exactly-in-main
crates/decodex-codex/src/conversation.rs	different	review-required	crates/decodex-codex/src/conversation.rs		0b9cceaea090165baedfd0390fe954208fcb5e69158fd9969e6144a16cbeec9b	f17283888605962a5b78871cdf6034cd86b25d4f562d5d4f48ebda9eaf016db3	f17283888605962a5b78871cdf6034cd86b25d4f562d5d4f48ebda9eaf016db3	requires-content-review
crates/decodex-codex/src/guardian.rs	different	review-required	crates/decodex-codex/src/guardian.rs		3f81398cf0b17e81b9f8eabf67f4cc5f1a117da300ed09885deea37186014412	f07669473f61cd9bcb5c26c3a2143b97f86bcf9bf44179844889ac3493928d68	f07669473f61cd9bcb5c26c3a2143b97f86bcf9bf44179844889ac3493928d68	requires-content-review
crates/decodex-codex/src/guardian/approval.rs	different	review-required	crates/decodex-codex/src/guardian/approval.rs		c9eafd36a25c8e15bf37fd95487f2555c8070313289d6de3fba9bdc522a8b404	ba0b102e9d4514876bdca6493a324bdd2752ffa0af04d3eb32112ed7705075de	ba0b102e9d4514876bdca6493a324bdd2752ffa0af04d3eb32112ed7705075de	requires-content-review
crates/decodex-codex/src/lib.rs	different	review-required	crates/decodex-codex/src/lib.rs	1479	152dae9841da77df18415c04561b67e35887df499e2f88b0dac9d1ca7daa801d	aefc2bc5353213a9318d2805036d44bd11721935249214826dd60eebdcee7049	aefc2bc5353213a9318d2805036d44bd11721935249214826dd60eebdcee7049	requires-content-review
crates/decodex-core/src/client_drafts.rs	exact	exact-content	crates/decodex-core/src/client_drafts.rs		7e1575055c2cfe31d743010fa902308cac3e1bb1852d544fcbf976d28e27ee9e	7e1575055c2cfe31d743010fa902308cac3e1bb1852d544fcbf976d28e27ee9e	7e1575055c2cfe31d743010fa902308cac3e1bb1852d544fcbf976d28e27ee9e	exactly-in-main
crates/decodex-core/src/lib.rs	different	review-required	crates/decodex-core/src/lib.rs	1490,1493	0bdf0a4a7fa6994e2730813254c4710713ba660c930d7b8dbf0072d856469e56	33c904cd1e84bca7197f513222b89ff43e16d06a791bd228c21f75aff8402289	33c904cd1e84bca7197f513222b89ff43e16d06a791bd228c21f75aff8402289	requires-content-review
crates/decodex-core/src/path_unix.rs	different	review-required	crates/decodex-core/src/path_unix.rs		61673339badfa03678494f38cd724159a5dbbb82426329fe1877beea55616d3c	e47205a0bbf71d92b627c9ef20f776632fb9b284dc32219213f892403b758bdd	e47205a0bbf71d92b627c9ef20f776632fb9b284dc32219213f892403b758bdd	requires-content-review
crates/decodex-protocol/src/account_recovery.rs	exact	exact-content	crates/decodex-protocol/src/account_recovery.rs	1479,1494	ad6192e008f7722fcf9e7fa76eceff48efe1a1cc78d46cad4112ec90dfe32614	ad6192e008f7722fcf9e7fa76eceff48efe1a1cc78d46cad4112ec90dfe32614	ad6192e008f7722fcf9e7fa76eceff48efe1a1cc78d46cad4112ec90dfe32614	exact-content
crates/decodex-protocol/src/chief.rs	different	review-required	crates/decodex-protocol/src/chief.rs	1486,1491,1492,1493,1494,1496,1497	f4ff2fd815072b7ec380c9a0e70ca5d4694dc15ed763e9d9b071ca7b2cfdf050	8bb0acf500d82122679d03f17146c98c6fef06bd27f900ae5ae8de67cd7d7ad5	8bb0acf500d82122679d03f17146c98c6fef06bd27f900ae5ae8de67cd7d7ad5	requires-content-review
crates/decodex-protocol/src/chief_app_exposure.rs	exact	exact-content	crates/decodex-protocol/src/chief_app_exposure.rs	1481	5e168d8e6d6acaeba614ad413e0fa07d474999b11741b30134e63ea0e4ec872c	5e168d8e6d6acaeba614ad413e0fa07d474999b11741b30134e63ea0e4ec872c	5e168d8e6d6acaeba614ad413e0fa07d474999b11741b30134e63ea0e4ec872c	exactly-in-main
